Dataset = simulated.abs
Using 6 threads to run hyperparameter search
run = hpo
[I 2020-05-25 02:35:40,973] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.10492918156185563, 'max_depth': 2, 'min_child_weight': 6.516297465796531, 'reg_alpha': 1.8238975295779214, 'reg_lambda': 1.6491446561567327, 'aft_loss_distribution_scale': 5.983576128176064}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:36:11,620] Finished trial#29 with value: 0.14375 with parameters: {'learning_rate': 0.12527777221393027, 'max_depth': 6, 'min_child_weight': 0.540582467867853, 'reg_alpha': 0.025411512288574294, 'reg_lambda': 24.338395531942517, 'aft_loss_distribution_scale': 93.9663753606302}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,660] Finished trial#27 with value: 0.14375 with parameters: {'learning_rate': 0.056913743904793736, 'max_depth': 6, 'min_child_weight': 94.77902237514074, 'reg_alpha': 15.280024869562629, 'reg_lambda': 13.171079931253795, 'aft_loss_distribution_scale': 27.31345811911454}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,708] Finished trial#20 with value: 0.31875 with parameters: {'learning_rate': 0.07479566911944205, 'max_depth': 8, 'min_child_weight': 1.4282164396283237, 'reg_alpha': 0.000526633599644282, 'reg_lambda': 15.145013079545988, 'aft_loss_distribution_scale': 6.470430094647162}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,746] Finished trial#25 with value: 0.25 with parameters: {'learning_rate': 0.4571377346015892, 'max_depth': 8, 'min_child_weight': 6.616389958118231, 'reg_alpha': 0.0007535081874794163, 'reg_lambda': 0.11299964409410379, 'aft_loss_distribution_scale': 63.010364706886776}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,780] Finished trial#28 with value: 0.14375 with parameters: {'learning_rate': 0.010212686573316924, 'max_depth': 10, 'min_child_weight': 15.649837936221385, 'reg_alpha': 0.4576282961093368, 'reg_lambda': 0.010302224315771996, 'aft_loss_distribution_scale': 42.24021379010639}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,853] Finished trial#31 with value: 0.14375 with parameters: {'learning_rate': 0.004522086087743041, 'max_depth': 6, 'min_child_weight': 2.1170022379914197, 'reg_alpha': 6.525365611551914, 'reg_lambda': 3.822558528868561, 'aft_loss_distribution_scale': 37.811334837560864}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,909] Finished trial#30 with value: 0.275 with parameters: {'learning_rate': 0.017649184760074144, 'max_depth': 10, 'min_child_weight': 1.5637978386342308, 'reg_alpha': 0.035545522450566164, 'reg_lambda': 0.0018944096006835555, 'aft_loss_distribution_scale': 27.52415323136824}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:11,965] Finished trial#35 with value: 0.31875 with parameters: {'learning_rate': 0.10370188568066246, 'max_depth': 6, 'min_child_weight': 2.4895149126915928, 'reg_alpha': 0.00026141225236907945, 'reg_lambda': 8.323086763293082, 'aft_loss_distribution_scale': 4.158401135746486}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,019] Finished trial#37 with value: 0.14375 with parameters: {'learning_rate': 0.03186175994701888, 'max_depth': 8, 'min_child_weight': 5.64177183675941, 'reg_alpha': 8.651003991098545, 'reg_lambda': 4.138728074454532, 'aft_loss_distribution_scale': 16.488735216199483}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,101] Finished trial#38 with value: 0.4875 with parameters: {'learning_rate': 0.881954646744053, 'max_depth': 8, 'min_child_weight': 8.807633097840757, 'reg_alpha': 0.007927875285039746, 'reg_lambda': 0.00028515146062632824, 'aft_loss_distribution_scale': 1.2387451732552965}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,144] Finished trial#39 with value: 0.14375 with parameters: {'learning_rate': 0.0011114764977184686, 'max_depth': 6, 'min_child_weight': 1.8096172875223604, 'reg_alpha': 0.09671543864972341, 'reg_lambda': 0.028412451147749825, 'aft_loss_distribution_scale': 1.3209338417545862}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,213] Finished trial#41 with value: 0.14375 with parameters: {'learning_rate': 0.027809442710874096, 'max_depth': 8, 'min_child_weight': 0.13793841260840495, 'reg_alpha': 0.13874442237131865, 'reg_lambda': 0.0004655430826965961, 'aft_loss_distribution_scale': 40.93872485038346}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,261] Finished trial#40 with value: 0.14375 with parameters: {'learning_rate': 0.0048191737759709485, 'max_depth': 10, 'min_child_weight': 11.994442042787302, 'reg_alpha': 3.458380324432839, 'reg_lambda': 0.017424867577283704, 'aft_loss_distribution_scale': 42.734240680942214}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,305] Finished trial#33 with value: 0.21875 with parameters: {'learning_rate': 0.005271889369911396, 'max_depth': 2, 'min_child_weight': 35.900309325039046, 'reg_alpha': 0.002612254085995367, 'reg_lambda': 0.0002447533537903763, 'aft_loss_distribution_scale': 85.88854368469914}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,372] Finished trial#44 with value: 0.14375 with parameters: {'learning_rate': 0.26674208390872295, 'max_depth': 4, 'min_child_weight': 55.20990773427026, 'reg_alpha': 0.8006037608139925, 'reg_lambda': 0.00012696374360702083, 'aft_loss_distribution_scale': 22.229594452534634}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,411] Finished trial#34 with value: 0.31875 with parameters: {'learning_rate': 0.011733577507283217, 'max_depth': 10, 'min_child_weight': 0.3847418334149652, 'reg_alpha': 12.373972939246316, 'reg_lambda': 0.09388546256342928, 'aft_loss_distribution_scale': 1.7744171326044158}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,454] Finished trial#43 with value: 0.14375 with parameters: {'learning_rate': 0.1417029958914859, 'max_depth': 8, 'min_child_weight': 4.523782614254193, 'reg_alpha': 2.585588916819858, 'reg_lambda': 0.9344159982764821, 'aft_loss_distribution_scale': 19.268229511433653}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,532] Finished trial#42 with value: 0.3125 with parameters: {'learning_rate': 0.02234496069086062, 'max_depth': 10, 'min_child_weight': 14.81828984269704, 'reg_alpha': 0.1563408170814407, 'reg_lambda': 0.0014653474896927589, 'aft_loss_distribution_scale': 15.782902722280818}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,572] Finished trial#47 with value: 0.2125 with parameters: {'learning_rate': 0.16925261158331745, 'max_depth': 4, 'min_child_weight': 28.295255994421982, 'reg_alpha': 0.0020309205706233444, 'reg_lambda': 0.0012532420021854791, 'aft_loss_distribution_scale': 98.8188675737283}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,610] Finished trial#45 with value: 0.14375 with parameters: {'learning_rate': 0.001206052614384092, 'max_depth': 6, 'min_child_weight': 16.662982462451186, 'reg_alpha': 2.5155375963273903, 'reg_lambda': 75.08929907652491, 'aft_loss_distribution_scale': 95.77139189971568}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,648] Finished trial#46 with value: 0.14375 with parameters: {'learning_rate': 0.071779213197968, 'max_depth': 10, 'min_child_weight': 0.7028816334196942, 'reg_alpha': 74.4663230004679, 'reg_lambda': 0.027356514103056433, 'aft_loss_distribution_scale': 3.51723467345734}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,709] Finished trial#36 with value: 0.31875 with parameters: {'learning_rate': 0.007326473801866259, 'max_depth': 6, 'min_child_weight': 8.148443957735156, 'reg_alpha': 0.18307380188506084, 'reg_lambda': 2.0738762883490867, 'aft_loss_distribution_scale': 5.988258948591611}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,760] Finished trial#51 with value: 0.14375 with parameters: {'learning_rate': 0.002218079708710893, 'max_depth': 2, 'min_child_weight': 61.29990064477782, 'reg_alpha': 0.015554521637310692, 'reg_lambda': 0.015167045484843296, 'aft_loss_distribution_scale': 25.073763715008646}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,807] Finished trial#32 with value: 0.31875 with parameters: {'learning_rate': 0.004050578295240252, 'max_depth': 6, 'min_child_weight': 0.7265267635275081, 'reg_alpha': 2.4112830197562913, 'reg_lambda': 4.853387682982483, 'aft_loss_distribution_scale': 2.0328233272809686}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,848] Finished trial#49 with value: 0.14375 with parameters: {'learning_rate': 0.008409837176007942, 'max_depth': 4, 'min_child_weight': 3.8647326218541345, 'reg_alpha': 0.0015158267711480186, 'reg_lambda': 4.217543421374065, 'aft_loss_distribution_scale': 66.48165936955016}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,889] Finished trial#48 with value: 0.14375 with parameters: {'learning_rate': 0.3965624152353037, 'max_depth': 2, 'min_child_weight': 0.13380223937646826, 'reg_alpha': 35.92093038947804, 'reg_lambda': 0.2015867777743809, 'aft_loss_distribution_scale': 3.5268996599054314}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,945] Finished trial#50 with value: 0.14375 with parameters: {'learning_rate': 0.18376145555105217, 'max_depth': 8, 'min_child_weight': 1.02472822777011, 'reg_alpha': 12.532544801806116, 'reg_lambda': 0.0023279175267419665, 'aft_loss_distribution_scale': 9.258438722249636}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:12,982] Finished trial#52 with value: 0.14375 with parameters: {'learning_rate': 0.0915234535650229, 'max_depth': 2, 'min_child_weight': 22.4341549493049, 'reg_alpha': 0.0035411889775077733, 'reg_lambda': 69.30147648622125, 'aft_loss_distribution_scale': 41.35964642788172}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,046] Finished trial#56 with value: 0.14375 with parameters: {'learning_rate': 0.13997584191436804, 'max_depth': 2, 'min_child_weight': 0.13264401494919184, 'reg_alpha': 3.897582214332389, 'reg_lambda': 0.0013337297615621194, 'aft_loss_distribution_scale': 26.39877114233311}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,091] Finished trial#53 with value: 0.3125 with parameters: {'learning_rate': 0.3256485730019926, 'max_depth': 8, 'min_child_weight': 6.4015417832358725, 'reg_alpha': 0.00010721355066404169, 'reg_lambda': 0.10111570847230687, 'aft_loss_distribution_scale': 26.926731613034864}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,130] Finished trial#55 with value: 0.3125 with parameters: {'learning_rate': 0.7528778007576779, 'max_depth': 10, 'min_child_weight': 2.587835324798692, 'reg_alpha': 0.01815392377197499, 'reg_lambda': 0.5175763198407001, 'aft_loss_distribution_scale': 9.949715859075214}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,173] Finished trial#54 with value: 0.14375 with parameters: {'learning_rate': 0.10920141615203424, 'max_depth': 8, 'min_child_weight': 0.2592312646924318, 'reg_alpha': 8.461514567468612, 'reg_lambda': 0.00013370520914611709, 'aft_loss_distribution_scale': 22.03806856795147}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,219] Finished trial#57 with value: 0.14375 with parameters: {'learning_rate': 0.01325818501611838, 'max_depth': 6, 'min_child_weight': 22.472585585746387, 'reg_alpha': 0.001922335964180317, 'reg_lambda': 0.3459257748238938, 'aft_loss_distribution_scale': 63.625056619445424}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,254] Finished trial#58 with value: 0.2625 with parameters: {'learning_rate': 0.7159338855392579, 'max_depth': 10, 'min_child_weight': 0.8534219998786928, 'reg_alpha': 0.00035083835054098726, 'reg_lambda': 0.020724579830948702, 'aft_loss_distribution_scale': 41.9718396139522}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,323] Finished trial#62 with value: 0.14375 with parameters: {'learning_rate': 0.5414834846669393, 'max_depth': 6, 'min_child_weight': 16.9123511132534, 'reg_alpha': 0.023282835588868345, 'reg_lambda': 24.935802884495544, 'aft_loss_distribution_scale': 41.45802383257627}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,370] Finished trial#63 with value: 0.14375 with parameters: {'learning_rate': 0.014964558991081735, 'max_depth': 8, 'min_child_weight': 0.24543157092383897, 'reg_alpha': 23.03092425227547, 'reg_lambda': 0.0036333039494957273, 'aft_loss_distribution_scale': 51.00012240979252}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,411] Finished trial#64 with value: 0.31875 with parameters: {'learning_rate': 0.03849539761223944, 'max_depth': 10, 'min_child_weight': 46.855799179336096, 'reg_alpha': 0.020577221890997168, 'reg_lambda': 0.0010665295828190529, 'aft_loss_distribution_scale': 3.9984495525627035}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,458] Finished trial#60 with value: 0.14375 with parameters: {'learning_rate': 0.0024703812054622204, 'max_depth': 2, 'min_child_weight': 1.1479138215823899, 'reg_alpha': 0.00014991308117987586, 'reg_lambda': 0.0007601329279735681, 'aft_loss_distribution_scale': 2.2479620728882455}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,510] Finished trial#65 with value: 0.14375 with parameters: {'learning_rate': 0.01115357070800225, 'max_depth': 10, 'min_child_weight': 0.7666776508579167, 'reg_alpha': 0.08471638837316715, 'reg_lambda': 0.0030557587987929584, 'aft_loss_distribution_scale': 50.6902110930974}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,549] Finished trial#61 with value: 0.31875 with parameters: {'learning_rate': 0.06241757020161786, 'max_depth': 6, 'min_child_weight': 0.5736555003482746, 'reg_alpha': 2.5478759373309368, 'reg_lambda': 0.32460228397977803, 'aft_loss_distribution_scale': 2.765335121352367}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,597] Finished trial#67 with value: 0.3125 with parameters: {'learning_rate': 0.18405756658515557, 'max_depth': 2, 'min_child_weight': 19.251056673216265, 'reg_alpha': 0.002258218441866757, 'reg_lambda': 0.0011620405871238752, 'aft_loss_distribution_scale': 1.6641141088846778}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,639] Finished trial#68 with value: 0.14375 with parameters: {'learning_rate': 0.02422563155812359, 'max_depth': 10, 'min_child_weight': 3.7868740362641558, 'reg_alpha': 0.02913864746868144, 'reg_lambda': 10.641243408549506, 'aft_loss_distribution_scale': 11.152207688997603}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,744] Finished trial#72 with value: 0.3125 with parameters: {'learning_rate': 0.04613335143986611, 'max_depth': 10, 'min_child_weight': 87.53027589050474, 'reg_alpha': 0.006996295269230934, 'reg_lambda': 0.1985946447609636, 'aft_loss_distribution_scale': 15.025041383983634}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,745] Finished trial#71 with value: 0.14375 with parameters: {'learning_rate': 0.0020869984043367013, 'max_depth': 4, 'min_child_weight': 5.598782894763607, 'reg_alpha': 0.001992713215881373, 'reg_lambda': 0.0837866177074958, 'aft_loss_distribution_scale': 20.617901369276485}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,819] Finished trial#70 with value: 0.31875 with parameters: {'learning_rate': 0.007853883532171833, 'max_depth': 4, 'min_child_weight': 53.069339129431455, 'reg_alpha': 0.010409594680805578, 'reg_lambda': 0.012005885428061362, 'aft_loss_distribution_scale': 1.9421569950603415}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,871] Finished trial#75 with value: 0.14375 with parameters: {'learning_rate': 0.014479060780964101, 'max_depth': 10, 'min_child_weight': 0.7909070659067807, 'reg_alpha': 8.67798590962145, 'reg_lambda': 0.009342486765593284, 'aft_loss_distribution_scale': 11.313707682618274}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,924] Finished trial#73 with value: 0.325 with parameters: {'learning_rate': 0.013659758180120048, 'max_depth': 4, 'min_child_weight': 16.567803326598014, 'reg_alpha': 0.8581896986547269, 'reg_lambda': 0.0893194490106893, 'aft_loss_distribution_scale': 1.2514865448251706}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:13,966] Finished trial#76 with value: 0.3125 with parameters: {'learning_rate': 0.7346950120113246, 'max_depth': 4, 'min_child_weight': 11.700265514992877, 'reg_alpha': 0.15297747650993274, 'reg_lambda': 0.06192733957837822, 'aft_loss_distribution_scale': 9.564633517035578}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:14,016] Finished trial#78 with value: 0.14375 with parameters: {'learning_rate': 0.13389039682234097, 'max_depth': 6, 'min_child_weight': 1.69632510061089, 'reg_alpha': 0.0003372113453897702, 'reg_lambda': 11.276449338814679, 'aft_loss_distribution_scale': 22.957518316655836}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:14,065] Finished trial#79 with value: 0.14375 with parameters: {'learning_rate': 0.0011534561149110993, 'max_depth': 10, 'min_child_weight': 2.2117400937597274, 'reg_alpha': 0.0014266761150990529, 'reg_lambda': 0.11238402628178067, 'aft_loss_distribution_scale': 18.903393206621633}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:14,116] Finished trial#80 with value: 0.3125 with parameters: {'learning_rate': 0.10675994267911812, 'max_depth': 4, 'min_child_weight': 1.1812537203518854, 'reg_alpha': 0.029610136638708956, 'reg_lambda': 0.0021732461922100523, 'aft_loss_distribution_scale': 14.171065642094327}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:14,154] Finished trial#59 with value: 0.3125 with parameters: {'learning_rate': 0.00657056665002522, 'max_depth': 4, 'min_child_weight': 0.7112547605987979, 'reg_alpha': 0.03381137581823167, 'reg_lambda': 15.638491130170326, 'aft_loss_distribution_scale': 1.438673436935014}. Best is trial#17 with value: 0.625.
[I 2020-05-25 02:36:14,209] Finished trial#66 with value: 0.7625 with parameters: {'learning_rate': 0.07152360856524836, 'max_depth': 4, 'min_child_weight': 4.244502808642184, 'reg_alpha': 0.8886440929390859, 'reg_lambda': 0.011124863984040823, 'aft_loss_distribution_scale': 1.0419012442274964}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,264] Finished trial#81 with value: 0.14375 with parameters: {'learning_rate': 0.01749413560979505, 'max_depth': 10, 'min_child_weight': 22.76726099485994, 'reg_alpha': 3.4057003526834513, 'reg_lambda': 0.0002003919572465313, 'aft_loss_distribution_scale': 7.555502659972058}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,315] Finished trial#84 with value: 0.14375 with parameters: {'learning_rate': 0.0013275273876648286, 'max_depth': 4, 'min_child_weight': 14.583293360405392, 'reg_alpha': 6.630172274360312, 'reg_lambda': 0.0025647789708847053, 'aft_loss_distribution_scale': 1.7307981139367474}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,365] Finished trial#85 with value: 0.14375 with parameters: {'learning_rate': 0.09969023971866822, 'max_depth': 6, 'min_child_weight': 10.64033902371359, 'reg_alpha': 41.28258369237165, 'reg_lambda': 1.6238459717901317, 'aft_loss_distribution_scale': 10.984828556978384}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,421] Finished trial#86 with value: 0.275 with parameters: {'learning_rate': 0.4030999943611373, 'max_depth': 2, 'min_child_weight': 11.32815987526913, 'reg_alpha': 2.997230955204499, 'reg_lambda': 0.0014351641889875845, 'aft_loss_distribution_scale': 1.2466401862292462}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,461] Finished trial#82 with value: 0.31875 with parameters: {'learning_rate': 0.05051915530742038, 'max_depth': 10, 'min_child_weight': 5.0814761191186, 'reg_alpha': 0.002758602647414627, 'reg_lambda': 78.42412541254257, 'aft_loss_distribution_scale': 1.108538466642384}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,515] Finished trial#74 with value: 0.28125 with parameters: {'learning_rate': 0.016765943849778326, 'max_depth': 8, 'min_child_weight': 0.13591831971718835, 'reg_alpha': 2.9202295272533094, 'reg_lambda': 0.7723949276850545, 'aft_loss_distribution_scale': 1.4308908778350569}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,555] Finished trial#88 with value: 0.14375 with parameters: {'learning_rate': 0.07281393676139138, 'max_depth': 4, 'min_child_weight': 1.6793039885558263, 'reg_alpha': 49.84338921550245, 'reg_lambda': 0.0021205264869378526, 'aft_loss_distribution_scale': 9.5408611791207}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,606] Finished trial#87 with value: 0.14375 with parameters: {'learning_rate': 0.5123136457324865, 'max_depth': 10, 'min_child_weight': 0.24647630713840685, 'reg_alpha': 0.12297149639003281, 'reg_lambda': 0.7389528121614826, 'aft_loss_distribution_scale': 66.2411220024453}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,662] Finished trial#91 with value: 0.14375 with parameters: {'learning_rate': 0.041801364606762405, 'max_depth': 10, 'min_child_weight': 0.4326990200877759, 'reg_alpha': 0.05247324592269943, 'reg_lambda': 50.182737870799315, 'aft_loss_distribution_scale': 53.07123465338824}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,709] Finished trial#90 with value: 0.14375 with parameters: {'learning_rate': 0.01694299937993969, 'max_depth': 8, 'min_child_weight': 8.617208193484725, 'reg_alpha': 2.3234924739075775, 'reg_lambda': 0.005891499892416777, 'aft_loss_distribution_scale': 13.58165789520664}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,741] Finished trial#89 with value: 0.325 with parameters: {'learning_rate': 0.06021479899212034, 'max_depth': 8, 'min_child_weight': 0.40813230689551533, 'reg_alpha': 0.35425498585056897, 'reg_lambda': 0.00018126338849904216, 'aft_loss_distribution_scale': 9.894253802766057}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,800] Finished trial#93 with value: 0.14375 with parameters: {'learning_rate': 0.029056423502653042, 'max_depth': 4, 'min_child_weight': 0.3912550288781525, 'reg_alpha': 0.013626392387358532, 'reg_lambda': 0.3971958863182417, 'aft_loss_distribution_scale': 89.93740454938155}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,842] Finished trial#94 with value: 0.25625 with parameters: {'learning_rate': 0.970617228688269, 'max_depth': 10, 'min_child_weight': 0.1720963288254972, 'reg_alpha': 0.011152445638540497, 'reg_lambda': 0.5694879777501934, 'aft_loss_distribution_scale': 40.387469136551346}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,918] Finished trial#96 with value: 0.2625 with parameters: {'learning_rate': 0.738962159989178, 'max_depth': 6, 'min_child_weight': 23.531517026193942, 'reg_alpha': 0.03601522514929128, 'reg_lambda': 1.0044967185150961, 'aft_loss_distribution_scale': 32.90177608504175}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:14,967] Finished trial#95 with value: 0.31875 with parameters: {'learning_rate': 0.013904244606622507, 'max_depth': 8, 'min_child_weight': 1.1921494121743204, 'reg_alpha': 0.3098131527231648, 'reg_lambda': 1.4735341543905884, 'aft_loss_distribution_scale': 3.6386101390083607}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,018] Finished trial#97 with value: 0.31875 with parameters: {'learning_rate': 0.06645313688419587, 'max_depth': 4, 'min_child_weight': 16.006523297285696, 'reg_alpha': 0.1988151899471402, 'reg_lambda': 0.0006341602576014163, 'aft_loss_distribution_scale': 10.972984510438614}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,064] Finished trial#98 with value: 0.14375 with parameters: {'learning_rate': 0.0015349778274817213, 'max_depth': 4, 'min_child_weight': 0.4601744286911484, 'reg_alpha': 0.0014466652500502543, 'reg_lambda': 5.667100188691248, 'aft_loss_distribution_scale': 4.608675757202874}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,103] Finished trial#92 with value: 0.25 with parameters: {'learning_rate': 0.03327104046098484, 'max_depth': 2, 'min_child_weight': 27.26362541740902, 'reg_alpha': 0.18787997562967382, 'reg_lambda': 0.08697631890779385, 'aft_loss_distribution_scale': 22.777054736768847}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,150] Finished trial#99 with value: 0.14375 with parameters: {'learning_rate': 0.0017365742822364298, 'max_depth': 8, 'min_child_weight': 10.924359914892797, 'reg_alpha': 4.065279603999358, 'reg_lambda': 5.004569688374516, 'aft_loss_distribution_scale': 3.7260873344355434}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,229] Finished trial#83 with value: 0.66875 with parameters: {'learning_rate': 0.02876887105804648, 'max_depth': 2, 'min_child_weight': 1.1281688524995455, 'reg_alpha': 0.00015104434799359648, 'reg_lambda': 0.006175451913103986, 'aft_loss_distribution_scale': 1.989073002065581}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,295] Finished trial#69 with value: 0.325 with parameters: {'learning_rate': 0.025051500064645654, 'max_depth': 10, 'min_child_weight': 0.10578775658363947, 'reg_alpha': 0.0009191257341286816, 'reg_lambda': 0.010968133289151888, 'aft_loss_distribution_scale': 4.803013566404272}. Best is trial#66 with value: 0.7625.
[I 2020-05-25 02:36:15,495] Finished trial#77 with value: 0.7 with parameters: {'learning_rate': 0.018010975074820083, 'max_depth': 2, 'min_child_weight': 0.1501470798884339, 'reg_alpha': 0.2680768725350711, 'reg_lambda': 1.3635304649639006, 'aft_loss_distribution_scale': 1.4949781674003373}. Best is trial#66 with value: 0.7625.
Fold 2, Distribution logistic: Accuracy ('accuracy', 0.65), Time elapsed = 5.392089700006181
[I 2020-05-25 02:36:15,731] Finished trial#2 with value: 0.13125 with parameters: {'learning_rate': 0.026098187077821227, 'max_depth': 6, 'min_child_weight': 2.3225151023276682, 'reg_alpha': 35.86902476275217, 'reg_lambda': 0.00013575553057700946, 'aft_loss_distribution_scale': 7.188484731273826}. Best is trial#2 with value: 0.13125.
[I 2020-05-25 02:36:15,806] Finished trial#1 with value: 0.2875 with parameters: {'learning_rate': 0.18240135966972354, 'max_depth': 4, 'min_child_weight': 29.61824094820479, 'reg_alpha': 0.01390578951450647, 'reg_lambda': 0.013571458797277428, 'aft_loss_distribution_scale': 2.1570232739841764}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:15,806] Finished trial#3 with value: 0.13125 with parameters: {'learning_rate': 0.5473112649606408, 'max_depth': 8, 'min_child_weight': 90.0326637579767, 'reg_alpha': 42.173845119398095, 'reg_lambda': 0.13725581934386422, 'aft_loss_distribution_scale': 86.18208011079582}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:15,848] Finished trial#0 with value: 0.2875 with parameters: {'learning_rate': 0.06599178089074903, 'max_depth': 6, 'min_child_weight': 57.038871783121216, 'reg_alpha': 0.8760627485047258, 'reg_lambda': 0.7162122667547178, 'aft_loss_distribution_scale': 1.3355450079050237}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:15,925] Finished trial#6 with value: 0.13125 with parameters: {'learning_rate': 0.02672142205774791, 'max_depth': 10, 'min_child_weight': 0.3715016738947273, 'reg_alpha': 4.34529621200142, 'reg_lambda': 71.91562772525491, 'aft_loss_distribution_scale': 14.735521221477718}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:15,980] Finished trial#7 with value: 0.28125 with parameters: {'learning_rate': 0.34786399673400875, 'max_depth': 4, 'min_child_weight': 47.94645470955189, 'reg_alpha': 0.015872283152515817, 'reg_lambda': 0.003856082552867494, 'aft_loss_distribution_scale': 14.980495242549825}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,015] Finished trial#8 with value: 0.13125 with parameters: {'learning_rate': 0.00730019421183618, 'max_depth': 4, 'min_child_weight': 1.187988346667108, 'reg_alpha': 0.018951340124616193, 'reg_lambda': 41.485812193077315, 'aft_loss_distribution_scale': 5.608526359299001}. Best is trial#1 with value: 0.2875.
